genome_name	bgc_NRPS	bgc_RiPP-like	bgc_T1PKS	bgc_T3PKS	bgc_bacteriocin	bgc_betalactone	bgc_other	bgc_terpene	smorf	deeppeptide_Peptide	deeppeptide_Propeptide	batch
LiZ_2019__SRS3379166__bin.1	1	1	0	0	0	0	3	0	14	24	23	2025-04-16-batch4
LiZ_2019__SRS3379169__bin.2	0	0	0	1	0	0	0	0	7	19	22	2025-04-16-batch4
LiZ_2019__SRS3379169__bin.4	0	0	0	1	0	0	1	0	8	23	41	2025-04-16-batch4
LiZ_2019__SRS3379169__bin.5	0	1	0	1	0	0	1	0	10	16	16	2025-04-16-batch4
LiZ_2019__SRS3379170__bin.5	0	0	0	0	0	0	0	0	8	13	29	2025-04-16-batch4
LiZ_2019__SRS3379170__bin.6	0	0	0	0	0	0	0	0	6	22	29	2025-04-16-batch4
LiZ_2019__SRS3379170__bin.8	0	0	0	1	0	0	0	0	5	13	12	2025-04-16-batch4
LimaC_2020__SRR9640343__bin.10	0	1	0	0	0	0	1	2	2	40	30	2025-04-16-batch4
LimaC_2020__SRR9640343__bin.5	1	0	0	0	0	0	1	0	4	36	19	2025-04-16-batch4
LimaC_2020__SRR9640344__bin.11	2	1	0	0	0	0	5	2	7	54	34	2025-04-16-batch4
LimaC_2020__SRR9640344__bin.15	0	0	0	0	0	0	1	3	2	16	19	2025-04-16-batch4
LimaC_2020__SRR9640344__bin.8	0	0	0	0	0	0	1	2	5	25	24	2025-04-16-batch4
LimaC_2020__SRR9640345__bin.1	0	0	0	0	0	0	0	2	3	14	14	2025-04-16-batch4
LimaC_2020__SRR9640345__bin.11	0	0	0	0	0	0	2	2	3	17	15	2025-04-16-batch4
LimaC_2020__SRR9640345__bin.2	0	0	0	0	0	0	1	0	8	7	10	2025-04-16-batch4
LimaC_2020__SRR9640345__bin.5	0	0	0	0	0	0	4	1	6	20	17	2025-04-16-batch4
LimaC_2020__SRR9640345__bin.6	0	1	0	0	0	0	1	1	4	18	12	2025-04-16-batch4
LimaC_2020__SRR9640346__bin.18	0	0	0	0	0	0	1	2	2	28	17	2025-04-16-batch4
LimaC_2020__SRR9640346__bin.27	0	0	0	0	0	0	4	0	6	55	37	2025-04-16-batch4
LimaC_2020__SRR9640346__bin.4	0	0	0	0	0	0	4	0	8	52	27	2025-04-16-batch4
LimaC_2020__SRR9640347__bin.4	0	0	0	0	0	0	0	0	13	22	22	2025-04-16-batch4
LimaC_2020__SRR9640347__bin.5	0	1	0	0	0	0	1	2	6	20	17	2025-04-16-batch4
LimaC_2020__SRR9640348__bin.11	0	1	0	0	0	0	2	2	5	24	23	2025-04-16-batch4
LimaC_2020__SRR9640348__bin.16	0	0	0	0	0	0	1	2	4	13	11	2025-04-16-batch4
LimaC_2020__SRR9640348__bin.2	0	1	0	0	0	0	0	3	3	14	16	2025-04-16-batch4
LimaC_2020__SRR9640350__bin.12	1	1	0	0	0	0	0	1	25	50	58	2025-04-16-batch4
LimaC_2020__SRR9640350__bin.13	0	0	0	0	0	0	0	0	4	14	20	2025-04-16-batch4
LimaC_2020__SRR9640350__bin.18	0	0	0	0	0	0	0	0	10	17	14	2025-04-16-batch4
LimaC_2020__SRR9640350__bin.3	0	0	0	0	0	0	1	4	3	27	20	2025-04-16-batch4
LimaC_2020__SRR9640351__bin.10	0	0	0	0	0	0	1	0	4	23	15	2025-04-16-batch4
LimaC_2020__SRR9640351__bin.2	0	1	0	0	0	0	1	2	11	40	22	2025-04-16-batch4
LimaC_2020__SRR9640351__bin.20	1	0	0	0	0	1	0	0	17	17	14	2025-04-16-batch4
LimaC_2020__SRR9640351__bin.22	0	1	0	0	0	0	1	3	3	20	19	2025-04-16-batch4
LimaC_2020__SRR9640351__bin.23	1	2	1	0	0	0	4	4	7	34	24	2025-04-16-batch4
LimaC_2020__SRR9640352__bin.1	0	1	0	0	0	0	1	1	3	44	30	2025-04-16-batch4
LimaC_2020__SRR9640352__bin.14	0	0	0	0	0	1	2	0	12	7	17	2025-04-16-batch4
LimaC_2020__SRR9640352__bin.19	1	0	0	0	0	0	2	2	4	19	19	2025-04-16-batch4
LimaC_2020__SRR9640352__bin.5	0	1	0	0	0	0	1	3	3	17	14	2025-04-16-batch4
LimaC_2020__SRR9640353__bin.12	0	1	0	0	0	0	2	1	5	26	16	2025-04-16-batch4
LimaC_2020__SRR9640353__bin.15	0	1	0	0	0	0	1	2	4	51	28	2025-04-16-batch4
LimaC_2020__SRR9640353__bin.16	1	2	0	0	0	0	4	2	6	26	33	2025-04-16-batch4
LimaC_2020__SRR9640353__bin.23	0	1	0	0	0	0	4	0	10	46	28	2025-04-16-batch4
LimaC_2020__SRR9640353__bin.29	3	1	0	0	0	1	6	0	12	24	28	2025-04-16-batch4
LimaC_2020__SRR9640354__bin.11	1	1	0	0	0	0	2	0	8	62	41	2025-04-16-batch4
LimaC_2020__SRR9640354__bin.2	1	1	0	0	0	0	2	1	9	22	23	2025-04-16-batch4
LimaC_2020__SRR9640354__bin.22	0	0	0	0	0	0	0	0	8	32	25	2025-04-16-batch4
LimaC_2020__SRR9640355__bin.12	1	1	0	0	0	0	3	1	6	15	14	2025-04-16-batch4
LimaC_2020__SRR9640355__bin.13	0	0	0	0	0	0	2	0	7	28	18	2025-04-16-batch4
LimaC_2020__SRR9640355__bin.14	0	1	0	0	0	0	2	1	7	26	22	2025-04-16-batch4
LimaC_2020__SRR9640355__bin.20	0	1	0	0	0	0	3	1	2	33	19	2025-04-16-batch4
LimaC_2020__SRR9640355__bin.21	0	1	0	0	0	0	2	1	5	33	19	2025-04-16-batch4
LimaC_2020__SRR9640355__bin.23	0	1	0	0	0	0	1	4	2	29	26	2025-04-16-batch4
LimaC_2020__SRR9640355__bin.24	0	0	0	0	0	0	4	0	7	43	30	2025-04-16-batch4
LimaC_2020__SRR9640355__bin.26	1	1	0	0	0	0	2	2	11	52	57	2025-04-16-batch4
LimaC_2020__SRR9640355__bin.30	5	1	0	0	0	1	4	0	11	19	23	2025-04-16-batch4
LimaC_2020__SRR9640355__bin.35	0	1	1	0	0	0	3	2	2	25	28	2025-04-16-batch4
LimaC_2020__SRR9640355__bin.4	1	1	0	0	0	0	3	1	4	28	20	2025-04-16-batch4
LimaC_2020__SRR9640356__bin.14	1	0	1	0	0	0	1	1	4	10	20	2025-04-16-batch4
LimaC_2020__SRR9640356__bin.15	1	1	0	0	0	0	2	1	6	16	9	2025-04-16-batch4
LimaC_2020__SRR9640356__bin.22	0	0	0	0	0	0	1	1	3	11	9	2025-04-16-batch4
LimaC_2020__SRR9640356__bin.29	0	1	0	0	0	0	2	1	3	40	27	2025-04-16-batch4
LimaC_2020__SRR9646966__bin.12	0	0	0	0	0	0	0	3	3	16	17	2025-04-16-batch4
LimaC_2020__SRR9646966__bin.13	0	0	0	0	0	0	1	2	4	26	28	2025-04-16-batch4
LimaC_2020__SRR9646966__bin.7	0	0	0	0	0	0	0	0	12	21	18	2025-04-16-batch4
LopezSanchezR_2023__SRR13708565__bin.1	0	0	0	0	0	0	0	0	14	8	17	2025-04-16-batch4
LopezSanchezR_2023__SRR13708565__bin.10	1	7	0	1	0	0	1	0	18	33	47	2025-04-16-batch4
LopezSanchezR_2023__SRR13708565__bin.2	0	2	0	0	0	0	0	0	10	16	34	2025-04-16-batch4
LopezSanchezR_2023__SRR13708565__bin.3	0	0	0	0	0	0	0	0	13	23	19	2025-04-16-batch4
LopezSanchezR_2023__SRR13708565__bin.4	0	0	0	0	0	0	0	0	11	21	17	2025-04-16-batch4
LopezSanchezR_2023__SRR13708566__bin.1	0	2	0	1	0	0	0	0	13	20	19	2025-04-16-batch4
LopezSanchezR_2023__SRR13708566__bin.11	0	1	0	1	0	0	0	0	8	23	29	2025-04-16-batch4
LopezSanchezR_2023__SRR13708566__bin.12	0	0	0	0	0	0	0	0	6	20	12	2025-04-16-batch4
LopezSanchezR_2023__SRR13708566__bin.14	0	1	0	0	0	1	0	0	15	20	19	2025-04-16-batch4
LopezSanchezR_2023__SRR13708566__bin.3	0	0	0	0	0	0	0	1	11	30	42	2025-04-16-batch4
LopezSanchezR_2023__SRR13708566__bin.9	0	2	0	1	0	0	1	0	8	8	21	2025-04-16-batch4
LopezSanchezR_2023__SRR13708567__bin.1	0	3	0	1	0	0	0	0	18	20	25	2025-04-16-batch4
LopezSanchezR_2023__SRR13708567__bin.10	0	2	0	1	0	0	0	0	7	22	31	2025-04-16-batch4
LopezSanchezR_2023__SRR13708567__bin.11	0	0	0	1	0	0	0	0	8	3	14	2025-04-16-batch4
LopezSanchezR_2023__SRR13708567__bin.14	0	0	0	1	0	0	0	0	13	16	26	2025-04-16-batch4
LopezSanchezR_2023__SRR13708567__bin.2	0	0	0	0	0	1	0	0	11	11	11	2025-04-16-batch4
LopezSanchezR_2023__SRR13708567__bin.3	0	0	0	0	0	0	0	1	12	31	34	2025-04-16-batch4
LopezSanchezR_2023__SRR13708567__bin.4	0	2	0	1	0	0	1	0	8	13	20	2025-04-16-batch4
LordanR_2019__ERS2955443__bin.2	0	0	0	0	0	0	0	0	4	6	2	2025-04-16-batch4
LordanR_2019__ERS2955443__bin.6	0	0	0	0	0	0	3	0	13	17	29	2025-04-16-batch4
LordanR_2019__ERS2955444__bin.2	0	2	0	0	0	0	3	0	19	23	39	2025-04-16-batch4
LordanR_2019__ERS2955444__bin.3	0	1	0	0	0	0	1	0	15	32	24	2025-04-16-batch4
LordanR_2019__ERS2955445__bin.1	0	0	0	0	0	0	0	0	3	17	14	2025-04-16-batch4
LordanR_2019__ERS2955445__bin.2	0	1	0	0	0	0	1	0	7	31	30	2025-04-16-batch4
LordanR_2019__ERS2955445__bin.4	0	2	0	0	0	0	5	0	19	28	40	2025-04-16-batch4
LordanR_2019__ERS2955446__bin.3	0	1	0	0	0	0	0	0	8	11	19	2025-04-16-batch4
LordanR_2019__ERS2955447__bin.2	0	1	0	0	0	0	1	0	18	15	33	2025-04-16-batch4
MAG_1	3	0	0	0	0	0	9	1	15	27	22	2025-04-16-batch4
MAG_100	0	1	0	0	0	0	4	0	23	25	65	2025-04-16-batch4
MAG_102	0	1	1	0	0	1	3	0	8	27	18	2025-04-16-batch4
MAG_103	0	0	0	0	0	0	0	1	11	51	63	2025-04-16-batch4
MAG_106	0	0	0	0	0	0	1	1	8	20	21	2025-04-16-batch4
MAG_111	0	1	0	0	0	0	1	0	10	18	32	2025-04-16-batch4
MAG_112	0	0	0	1	0	0	2	2	28	22	46	2025-04-16-batch4
MAG_113	0	1	0	1	0	0	0	0	7	32	36	2025-04-16-batch4
MAG_117	0	1	0	1	0	0	0	1	15	54	53	2025-04-16-batch4
MAG_118	0	0	1	0	0	0	1	0	10	17	28	2025-04-16-batch4
MAG_119	0	1	0	0	0	0	0	0	27	103	87	2025-04-16-batch4
MAG_122	0	0	0	0	0	0	2	0	18	30	41	2025-04-16-batch4
MAG_124	1	0	0	0	0	0	5	0	16	26	38	2025-04-16-batch4
MAG_125	0	1	0	1	0	0	2	0	12	24	25	2025-04-16-batch4
MAG_126	0	1	0	0	0	0	0	0	50	125	93	2025-04-16-batch4
MAG_127	0	1	0	0	0	1	2	0	12	24	25	2025-04-16-batch4
MAG_128	0	0	0	1	0	0	1	0	7	4	12	2025-04-16-batch4
MAG_129	0	0	0	0	0	0	0	0	18	47	51	2025-04-16-batch4
MAG_131	0	1	0	1	0	0	3	0	42	94	102	2025-04-16-batch4
MAG_132	0	3	0	1	0	0	1	0	25	75	92	2025-04-16-batch4
MAG_135	0	0	0	1	0	0	0	0	12	23	49	2025-04-16-batch4
MAG_137	0	0	0	0	0	1	0	0	5	27	19	2025-04-16-batch4
MAG_139	5	0	0	1	0	2	13	2	34	76	69	2025-04-16-batch4
MAG_14	0	1	0	0	0	0	0	0	14	33	40	2025-04-16-batch4
MAG_144	0	0	0	0	0	0	1	0	15	29	36	2025-04-16-batch4
MAG_147	0	0	0	0	0	0	0	0	13	18	21	2025-04-16-batch4
MAG_148	0	1	0	0	0	0	2	0	6	28	15	2025-04-16-batch4
MAG_15	0	0	0	0	0	0	2	2	1	14	12	2025-04-16-batch4
MAG_151	0	1	0	0	0	0	2	0	14	27	30	2025-04-16-batch4
MAG_155	1	0	0	1	0	0	5	1	26	20	49	2025-04-16-batch4
MAG_156	0	0	0	1	0	0	1	0	8	18	39	2025-04-16-batch4
MAG_158	0	0	0	0	0	0	0	0	14	23	27	2025-04-16-batch4
MAG_159	0	2	0	0	0	0	3	0	9	26	24	2025-04-16-batch4
MAG_16	0	2	0	0	0	0	1	1	16	9	15	2025-04-16-batch4
MAG_161	0	0	1	0	0	0	5	0	7	24	14	2025-04-16-batch4
MAG_162	0	1	0	0	0	0	0	0	14	23	40	2025-04-16-batch4
MAG_163	0	0	0	1	0	0	2	2	30	21	34	2025-04-16-batch4
MAG_165	0	0	0	0	0	0	0	1	13	17	33	2025-04-16-batch4
MAG_166	0	0	0	0	0	0	0	0	73	138	160	2025-04-16-batch4
MAG_167	3	1	0	0	0	1	7	1	12	22	33	2025-04-16-batch4
MAG_168	0	0	0	1	0	0	0	0	10	23	47	2025-04-16-batch4
MAG_169	0	2	0	0	0	0	4	0	22	41	48	2025-04-16-batch4
MAG_17	1	1	0	0	0	1	2	0	6	17	24	2025-04-16-batch4
MAG_170	0	0	0	0	0	1	2	0	2	41	44	2025-04-16-batch4
MAG_172	3	0	0	0	0	0	0	1	10	23	23	2025-04-16-batch4
MAG_174	0	2	0	0	0	0	0	0	9	22	35	2025-04-16-batch4
MAG_175	0	0	0	0	0	0	0	0	17	22	25	2025-04-16-batch4
MAG_176	0	0	0	0	0	0	0	0	5	17	24	2025-04-16-batch4
MAG_177	0	0	0	1	0	0	1	1	16	15	30	2025-04-16-batch4
MAG_178	0	0	0	1	0	0	2	0	20	11	26	2025-04-16-batch4
MAG_179	0	0	0	1	0	0	0	0	7	20	30	2025-04-16-batch4
MAG_181	0	0	0	0	0	0	0	0	13	41	39	2025-04-16-batch4
MAG_183	1	0	0	0	0	0	2	2	16	65	56	2025-04-16-batch4
MAG_184	0	2	0	0	0	0	6	0	18	36	76	2025-04-16-batch4
MAG_185	0	0	0	0	0	1	1	1	9	22	35	2025-04-16-batch4
MAG_186	0	0	0	1	0	0	1	1	22	73	93	2025-04-16-batch4
MAG_188	0	1	0	0	0	0	3	0	8	14	37	2025-04-16-batch4
MAG_189	0	2	0	1	0	0	2	0	4	20	26	2025-04-16-batch4
MAG_19	1	1	0	0	0	0	3	0	16	26	27	2025-04-16-batch4
MAG_192	0	0	0	0	0	0	0	0	7	19	20	2025-04-16-batch4
MAG_193	0	0	0	0	0	0	2	0	20	60	55	2025-04-16-batch4
MAG_194	0	0	0	1	0	0	2	1	14	33	29	2025-04-16-batch4
MAG_196	0	3	0	0	0	1	5	0	12	16	30	2025-04-16-batch4
MAG_2	1	2	0	0	0	0	7	2	19	51	66	2025-04-16-batch4
MAG_20	5	0	2	1	0	0	23	1	15	65	61	2025-04-16-batch4
MAG_200	1	2	0	0	0	0	4	0	12	121	93	2025-04-16-batch4
MAG_22	0	0	0	0	0	0	1	0	5	9	14	2025-04-16-batch4
MAG_23	0	1	0	1	0	0	4	0	12	24	21	2025-04-16-batch4
MAG_24	0	0	0	0	0	0	0	0	7	25	27	2025-04-16-batch4
MAG_26	0	0	0	1	0	0	0	1	9	8	12	2025-04-16-batch4
MAG_27	0	0	0	1	0	0	2	0	16	25	31	2025-04-16-batch4
MAG_28	0	0	0	1	0	0	1	0	14	16	19	2025-04-16-batch4
MAG_29	0	1	1	0	0	0	2	1	3	11	11	2025-04-16-batch4
MAG_303	0	2	0	1	0	0	0	0	16	30	41	2025-04-16-batch4
MAG_306	0	1	0	0	0	0	1	3	4	25	24	2025-04-16-batch4
MAG_307	0	0	0	0	0	1	2	1	10	24	27	2025-04-16-batch4
MAG_308	0	0	0	0	0	0	0	0	6	30	12	2025-04-16-batch4
MAG_31	0	2	0	0	0	0	5	1	6	10	18	2025-04-16-batch4
MAG_310	0	0	0	0	0	0	0	0	7	28	10	2025-04-16-batch4
MAG_311	0	0	0	1	0	0	1	1	17	17	29	2025-04-16-batch4
MAG_312	0	0	0	0	0	1	7	0	13	15	27	2025-04-16-batch4
MAG_313	0	0	0	1	0	0	2	2	25	16	30	2025-04-16-batch4
MAG_314	0	0	0	0	0	0	0	0	21	28	32	2025-04-16-batch4
MAG_315	0	0	0	1	0	1	3	1	10	22	18	2025-04-16-batch4
MAG_316	0	1	0	0	0	0	0	0	21	14	38	2025-04-16-batch4
MAG_317	0	0	1	1	0	0	2	2	10	12	18	2025-04-16-batch4
MAG_318	0	1	0	0	0	0	2	1	4	7	12	2025-04-16-batch4
MAG_319	1	0	0	0	0	0	4	1	20	11	21	2025-04-16-batch4
MAG_32	0	0	0	1	0	0	0	0	9	6	13	2025-04-16-batch4
MAG_320	0	1	0	0	0	0	4	1	7	7	16	2025-04-16-batch4
MAG_321	0	0	0	0	0	1	1	0	4	14	20	2025-04-16-batch4
MAG_322	0	0	0	0	0	0	6	1	8	8	15	2025-04-16-batch4
MAG_323	0	1	0	1	0	1	4	1	10	15	28	2025-04-16-batch4
MAG_324	1	0	0	0	0	0	0	0	14	34	59	2025-04-16-batch4
MAG_325	0	0	0	0	0	0	0	0	5	5	18	2025-04-16-batch4
MAG_33	0	0	0	2	0	0	3	1	15	41	51	2025-04-16-batch4
MAG_330	0	2	0	0	0	0	2	1	9	3	11	2025-04-16-batch4
MAG_334	0	0	0	0	0	0	0	0	14	16	21	2025-04-16-batch4
MAG_34	0	1	0	0	0	0	1	0	9	18	21	2025-04-16-batch4
MAG_340	0	0	0	1	0	0	1	1	16	28	30	2025-04-16-batch4
MAG_342	0	0	0	0	0	0	0	0	9	27	19	2025-04-16-batch4
MAG_349	0	0	0	0	0	0	1	1	2	10	12	2025-04-16-batch4
MAG_35	0	1	0	0	0	0	5	0	3	10	6	2025-04-16-batch4
MAG_350	0	1	0	1	0	0	0	0	18	18	22	2025-04-16-batch4
MAG_351	0	1	0	0	0	0	0	0	17	27	34	2025-04-16-batch4
MAG_352	0	0	0	0	0	0	1	0	14	54	56	2025-04-16-batch4
MAG_353	0	2	0	0	0	0	0	0	16	16	26	2025-04-16-batch4
MAG_354	0	0	0	0	0	0	0	0	9	9	15	2025-04-16-batch4
MAG_355	0	0	0	0	0	0	0	0	12	11	7	2025-04-16-batch4
MAG_356	0	0	0	0	0	0	1	2	6	24	21	2025-04-16-batch4
MAG_357	0	0	0	0	0	0	1	0	7	12	25	2025-04-16-batch4
MAG_358	0	0	0	0	0	0	0	0	5	13	19	2025-04-16-batch4
MAG_359	0	0	0	0	0	0	0	0	6	22	38	2025-04-16-batch4
MAG_36	0	1	0	0	0	0	1	0	11	29	42	2025-04-16-batch4
MAG_360	0	0	0	0	0	0	0	0	115	330	342	2025-04-16-batch4
MAG_362	0	0	0	0	0	0	0	0	47	72	84	2025-04-16-batch4
MAG_363	0	1	0	0	0	0	1	3	3	20	19	2025-04-16-batch4
MAG_364	0	0	0	0	0	0	1	3	7	22	19	2025-04-16-batch4
MAG_365	0	0	0	0	0	0	1	2	4	22	11	2025-04-16-batch4
MAG_368	1	1	0	0	0	1	4	1	8	10	3	2025-04-16-batch4
MAG_369	0	1	0	0	0	0	4	0	23	26	51	2025-04-16-batch4
MAG_37	0	0	0	0	0	0	1	0	5	15	22	2025-04-16-batch4
MAG_370	0	2	0	0	0	0	5	0	24	25	39	2025-04-16-batch4
MAG_371	0	2	0	0	0	0	8	1	9	27	35	2025-04-16-batch4
MAG_372	2	1	1	1	0	0	3	2	21	48	41	2025-04-16-batch4
MAG_374	0	2	0	0	0	0	4	0	19	116	90	2025-04-16-batch4
MAG_375	0	0	0	1	0	0	0	0	10	9	13	2025-04-16-batch4
MAG_376	0	1	0	0	0	0	2	0	18	31	44	2025-04-16-batch4
MAG_377	1	0	0	1	0	0	1	0	0	15	14	2025-04-16-batch4
MAG_378	0	0	0	0	0	0	0	0	10	19	20	2025-04-16-batch4
MAG_38	0	0	0	0	0	0	0	1	9	11	16	2025-04-16-batch4
MAG_380	0	1	0	1	0	0	0	0	14	24	34	2025-04-16-batch4
MAG_382	0	0	0	1	0	0	0	0	6	23	25	2025-04-16-batch4
MAG_383	0	0	0	0	0	1	0	0	5	25	27	2025-04-16-batch4
MAG_384	0	1	0	0	0	1	0	0	12	70	87	2025-04-16-batch4
MAG_385	0	0	0	0	0	0	0	0	12	10	11	2025-04-16-batch4
MAG_386	0	1	0	1	0	1	2	0	13	26	39	2025-04-16-batch4
MAG_387	0	0	0	1	0	0	1	1	12	27	30	2025-04-16-batch4
MAG_388	0	0	0	1	0	0	0	0	11	25	26	2025-04-16-batch4
MAG_389	0	0	0	1	0	0	1	0	12	25	26	2025-04-16-batch4
MAG_390	0	1	0	0	0	0	0	0	10	42	45	2025-04-16-batch4
MAG_391	0	3	0	1	0	0	0	0	9	28	33	2025-04-16-batch4
MAG_392	0	2	0	0	0	0	5	0	19	30	47	2025-04-16-batch4
MAG_393	0	0	0	0	0	0	0	0	5	21	20	2025-04-16-batch4
MAG_394	0	0	0	0	0	2	0	0	4	9	12	2025-04-16-batch4
MAG_395	0	1	0	1	0	1	2	0	11	15	26	2025-04-16-batch4
MAG_396	0	2	0	1	0	0	1	0	16	41	46	2025-04-16-batch4
MAG_398	0	1	0	0	0	1	0	0	4	9	9	2025-04-16-batch4
MAG_40	1	1	0	0	0	0	3	0	16	21	24	2025-04-16-batch4
MAG_400	0	1	0	1	0	0	0	0	22	56	78	2025-04-16-batch4
MAG_403	0	1	0	1	0	1	0	0	14	31	42	2025-04-16-batch4
MAG_405	0	0	0	0	0	0	0	1	11	21	32	2025-04-16-batch4
MAG_406	0	2	0	0	0	1	1	0	9	12	20	2025-04-16-batch4
MAG_408	0	1	0	0	0	0	1	0	5	65	51	2025-04-16-batch4
MAG_409	0	0	0	0	0	1	2	0	2	20	13	2025-04-16-batch4
MAG_410	0	0	1	0	0	2	0	0	2	6	8	2025-04-16-batch4
MAG_411	0	1	0	1	0	0	4	1	15	42	36	2025-04-16-batch4
MAG_412	0	0	0	1	0	0	0	0	7	15	20	2025-04-16-batch4
MAG_413	0	0	0	1	0	0	0	0	6	17	26	2025-04-16-batch4
MAG_414	0	0	0	1	0	0	0	0	8	21	14	2025-04-16-batch4
MAG_416	0	0	0	0	0	0	0	0	3	10	11	2025-04-16-batch4
MAG_417	0	0	0	1	0	0	0	0	9	10	12	2025-04-16-batch4
MAG_418	0	0	0	0	0	0	3	0	3	16	31	2025-04-16-batch4
MAG_419	0	1	0	0	0	0	0	0	15	19	31	2025-04-16-batch4
MAG_421	0	0	0	1	0	0	0	1	16	31	34	2025-04-16-batch4
MAG_423	0	1	0	0	0	0	0	0	7	23	25	2025-04-16-batch4
MAG_424	0	1	0	1	0	0	1	0	9	18	26	2025-04-16-batch4
MAG_425	0	0	0	0	0	0	0	0	12	13	23	2025-04-16-batch4
MAG_426	0	0	0	0	0	0	2	0	13	27	29	2025-04-16-batch4
MAG_427	0	0	0	1	0	0	1	1	15	27	32	2025-04-16-batch4
MAG_428	0	2	0	1	0	0	0	0	11	34	52	2025-04-16-batch4
MAG_43	1	0	1	1	0	0	0	2	15	19	20	2025-04-16-batch4
MAG_430	0	0	0	0	0	1	1	0	5	22	19	2025-04-16-batch4
MAG_431	1	1	0	1	0	0	3	1	9	11	16	2025-04-16-batch5
MAG_432	1	0	0	0	0	0	2	1	8	17	17	2025-04-16-batch5
MAG_433	0	1	0	1	0	0	0	0	15	39	42	2025-04-16-batch5
MAG_434	0	1	1	0	0	1	3	0	8	14	14	2025-04-16-batch5
MAG_435	0	1	1	0	0	1	4	0	6	20	14	2025-04-16-batch5
MAG_436	0	0	0	1	0	1	4	1	9	11	26	2025-04-16-batch5
MAG_437	0	0	0	0	0	0	3	0	11	27	24	2025-04-16-batch5
MAG_438	0	2	0	0	0	0	1	0	9	29	32	2025-04-16-batch5
MAG_439	2	0	0	0	0	1	8	0	15	92	46	2025-04-16-batch5
MAG_44	0	0	0	0	0	0	0	0	5	11	19	2025-04-16-batch5
MAG_440	3	1	1	0	0	1	9	1	10	27	15	2025-04-16-batch5
MAG_441	1	0	0	0	0	1	7	0	19	31	25	2025-04-16-batch5
MAG_442	1	0	0	0	0	0	0	0	8	20	9	2025-04-16-batch5
MAG_443	0	0	1	0	0	0	3	0	14	105	85	2025-04-16-batch5
MAG_444	0	0	0	1	0	0	2	0	20	67	85	2025-04-16-batch5
MAG_445	0	1	0	0	0	0	5	0	13	34	32	2025-04-16-batch5
MAG_446	0	1	0	0	0	0	3	0	7	27	36	2025-04-16-batch5
MAG_449	2	1	0	0	0	1	5	1	11	31	23	2025-04-16-batch5
MAG_45	0	0	0	1	0	0	0	1	13	24	28	2025-04-16-batch5
MAG_450	0	4	0	1	0	0	3	0	18	55	48	2025-04-16-batch5
MAG_451	0	2	0	0	0	0	3	0	9	42	52	2025-04-16-batch5
MAG_452	1	2	0	0	0	0	0	0	3	37	35	2025-04-16-batch5
MAG_454	0	1	0	0	0	0	4	0	0	19	34	2025-04-16-batch5
MAG_455	0	2	0	0	0	0	1	0	4	36	30	2025-04-16-batch5
MAG_456	0	0	0	0	0	1	1	0	4	49	39	2025-04-16-batch5
MAG_457	0	2	0	0	0	1	7	0	8	21	22	2025-04-16-batch5
MAG_458	1	0	0	1	0	0	1	1	7	33	22	2025-04-16-batch5
MAG_459	2	0	1	1	0	0	1	1	14	45	43	2025-04-16-batch5
MAG_46	0	0	0	1	0	0	0	0	11	16	18	2025-04-16-batch5
MAG_460	0	2	0	0	0	0	0	0	17	20	23	2025-04-16-batch5
MAG_462	1	1	0	0	0	1	6	1	13	24	21	2025-04-16-batch5
MAG_463	0	0	0	1	0	0	6	2	41	89	107	2025-04-16-batch5
MAG_465	1	0	1	0	0	0	4	0	7	48	32	2025-04-16-batch5
MAG_466	0	0	0	0	0	0	0	0	10	21	15	2025-04-16-batch5
MAG_467	0	0	0	0	0	0	1	1	7	31	13	2025-04-16-batch5
MAG_468	0	0	0	0	0	0	2	1	11	29	13	2025-04-16-batch5
MAG_469	0	0	0	0	0	0	0	0	3	7	12	2025-04-16-batch5
MAG_470	0	0	0	1	0	0	0	0	14	7	12	2025-04-16-batch5
MAG_471	0	0	0	0	0	0	1	3	2	10	16	2025-04-16-batch5
MAG_472	0	1	0	0	0	0	2	1	5	49	31	2025-04-16-batch5
MAG_473	0	1	0	0	0	0	2	1	3	22	27	2025-04-16-batch5
MAG_474	1	0	0	0	0	0	1	0	7	15	22	2025-04-16-batch5
MAG_475	0	0	0	0	0	0	0	0	13	19	34	2025-04-16-batch5
MAG_476	0	0	0	0	0	0	0	0	18	38	25	2025-04-16-batch5
MAG_477	0	0	0	0	0	0	0	0	11	16	13	2025-04-16-batch5
MAG_478	0	0	0	1	0	0	0	0	15	28	29	2025-04-16-batch5
MAG_479	0	1	0	1	0	0	1	1	15	34	31	2025-04-16-batch5
MAG_48	0	1	0	0	0	0	2	2	6	17	18	2025-04-16-batch5
MAG_480	0	0	0	0	0	0	0	0	11	16	14	2025-04-16-batch5
MAG_481	0	0	0	1	0	0	0	0	10	12	25	2025-04-16-batch5
MAG_482	0	0	0	0	0	1	4	0	7	21	15	2025-04-16-batch5
MAG_483	0	0	0	2	0	1	1	1	8	31	18	2025-04-16-batch5
MAG_484	0	1	0	0	0	2	1	0	8	21	26	2025-04-16-batch5
MAG_485	0	0	0	0	0	0	1	1	8	24	31	2025-04-16-batch5
MAG_486	0	0	0	0	0	2	0	0	2	20	22	2025-04-16-batch5
MAG_487	0	0	1	0	0	0	2	2	9	6	11	2025-04-16-batch5
MAG_489	0	1	0	0	0	0	0	1	7	23	29	2025-04-16-batch5
